Aspect_Ratio,BNC,Brightness,Built-in_Speakers,Component,Contrast_Ratio,Curved,Curved_Screen,DVI,DVI-D_Dual-Link,DVI-I_Dual-Link,Display_Colors,DisplayPort,HDMI,IPS,Kind,LED,Link,Manufacturer,Mini-Display_Port,Model,Name,Part_#,Prices,Pricing,Recommended_Resolution,Refresh_Rate,Response_Time,S-Video,Screen_Size,Supports_Freesync,Supports_G-Sync,VGA,Viewing_Angle,Widescreen,screen_size,response,avg,refresh,screen_res,screen_area,screen_dims,screen_x,screen_y,price_per_sq_in
16:9,,250.0,Yes,,"100,000,000:1",,,1,,,16700000,,,No,Monitor,Yes,/product/NQphP6/acer-monitor-umwv6aaa02,Acer,,UM.WV6AA.A02 (V226HQL Abmd),"Acer UM.WV6AA.A02 (V226HQL Abmd) 21.5"" 1920x1080 60Hz Monitor",UM.WV6AA.A02,"[117.99, 119.99, 119.99, 118.99, 130.98, 138.0, 149.9]","{u'directron': 130.98, u'bestbuy': 119.99, u'superbiiz': 117.99, u'bhphotovideo': 138.0, u'amazon': 149.9, u'newegg': 119.99, u'pcmall': 118.99}",1920 x 1080,60Hz,8 ms,,21.5,,,1,178° H x 178° V,Yes,21.5,8.0,127.977142857,60.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.647922257419
16:9,,200.0,No,,"20,000,000:1",,,1,,,16700000,,,No,Monitor,Yes,/product/pWH323/aoc-monitor-e2050swd,AOC,,,"AOC e2050Swd 19.5"" 1600x900 60Hz Monitor",e2050Swd,"[79.79, 86.99, 89.99]","{u'newegg': 86.99, u'pcmall': 89.99, u'bhphotovideo': 79.79}",1600 x 900,60Hz,5 ms,,19.5,,,1,90° H x 50° V,Yes,19.5,5.0,85.59,60.0,"(16.0, 9.0)",162.480712166,"[16.9957229739, 9.56009417283]",16.9957229739,9.56009417283,0.526770216963
16:10,,350.0,No,,"80,000,000:1",,,1,,,1070000000,1,1,Yes,Monitor,Yes,/product/gNrG3C/asus-monitor-pa249q,Asus,,,"Asus PA249Q 24.0"" 1920x1200 Monitor",PA249Q,[471.99],{u'superbiiz': 471.99},1920 x 1200,,6 ms,,24,,,1,178° H x 178° V,Yes,24.0,6.0,471.99,0.0,"(16.0, 10.0)",258.876404494,"[20.3519592961, 12.7199745601]",20.3519592961,12.7199745601,1.82322526042
16:9,,250.0,Yes,,"20,000,000:1",,,1,,,16700000,1,,No,Monitor,Yes,/product/JWbkcf/viewsonic-monitor-vg2437smc,ViewSonic,,,"ViewSonic VG2437SMC 23.6"" 1920x1080 60Hz Monitor",VG2437SMC,"[196.98, 197.99, 199.99, 209.99, 209.99, 199.99]","{u'directron': 196.98, u'jet': 209.99, u'bestbuy': 199.99, u'bhphotovideo': 209.99, u'newegg': 197.99, u'pcmall': 199.99}",1920 x 1080,60Hz,7 ms,,23.6,,,1,178° H x 178° V,Yes,23.6,7.0,202.488333333,60.0,"(16.0, 9.0)",237.98884273,"[20.5691826761, 11.5701652553]",20.5691826761,11.5701652553,0.850831202886
16:10,,250.0,Yes,,"50,000,000:1",,,1,,,16700000,,,No,Monitor,Yes,/product/KCNp99/asus-monitor-vw22atcsm,Asus,,,"Asus VW22AT-CSM 22.0"" 1680x1050 Monitor",VW22AT-CSM,"[134.99, 144.99, 149.64, 146.99, 158.28]","{u'pcmall': 146.99, u'jet': 158.28, u'bestbuy': 134.99, u'superbiiz': 144.99, u'bhphotovideo': 149.64}",1680 x 1050,,5 ms,,22,,,1,170° H x 160° V,Yes,22.0,5.0,146.978,0.0,"(16.0, 10.0)",217.528089888,"[18.6559626881, 11.6599766801]",18.6559626881,11.6599766801,0.675673657025
16:9,,250.0,No,,"DFC 5,000,000:1 (1000:1)",,,,,,,,1,Yes,Monitor,Yes,/product/ZBNp99/lg-monitor-23mp55hqp,LG,,,"LG 23MP55HQ-P 23.0"" 1920x1080 60Hz Monitor",23MP55HQ-P,[146.99],{u'superbiiz': 146.99},1920 x 1080,60Hz,5 ms,,23,,,1,178° H x 178° V,Yes,23.0,5.0,146.99,60.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.650278696702
16:9,,300.0,Yes,,"1,000:1",,,1,,,16700000,1,,No,Monitor,Yes,/product/FV7CmG/samsung-monitor-s27e650d,Samsung,,,"Samsung S27E650D 27.0"" 1920x1080 60Hz Monitor",S27E650D,"[290.59, 290.0, 319.99, 319.99]","{u'newegg': 319.99, u'pcmall': 290.0, u'jet': 319.99, u'bhphotovideo': 290.59}",1920 x 1080,60Hz,4 ms,,27,,,1,178° H x 178° V,Yes,27.0,4.0,305.1425,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.979586024425
16:9,,250.0,No,,,Yes,Yes,,,,,1,1,Yes,Monitor,Yes,/product/N4Nypg/samsung-lc27f398fwnxza-270-60hz-monitor-lc27f398fwnxza,Samsung,,,"Samsung LC27F398FWNXZA 27.0"" 1920x1080 60Hz Monitor",LC27F398FWNXZA,"[249.0, 279.0]","{u'amazon': 279.0, u'jet': 249.0}",1920 x 1080,60Hz,4 ms,,27,Yes,,,178° H x 178° V,Yes,27.0,4.0,264.0,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.847508001829
16:9,,300.0,Yes,,"70,000,000:1",,,1,,,1073000000,1,1,No,Monitor,Yes,/product/hkcMnQ/aoc-monitor-u2868pqu,AOC,,,"AOC U2868PQU 28.0"" 3840x2160 60Hz Monitor",U2868PQU,[],{},3840 x 2160,60Hz,1 ms,,28,,,1,170° H x 160° V,Yes,28.0,1.0,0.0,60.0,"(16.0, 9.0)",335.002967359,"[24.4041150395, 13.7273147097]",24.4041150395,13.7273147097,0.0
16:9,,0.0,No,,"20,000,000:1",,,1,,,,,,No,Monitor,Yes,/product/MykwrH/viewsonic-monitor-va2209,ViewSonic,,,"ViewSonic VA2209 21.5"" 1920x1080 60Hz Monitor",VA2209,[],{},1920 x 1080,60Hz,5 ms,,21.5,,,1,170° H x 160° V,Yes,21.5,5.0,0.0,60.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
16:9,,350.0,No,,"DFC 5,000,000:1 (1000:1)",,,1,,,1070000000,1,1,Yes,Monitor,Yes,/product/4pgPxr/lg-monitor-27mb85zb,LG,,,"LG 27MB85Z-B 27.0"" 2560x1440 60Hz Monitor",27MB85Z-B,[764.99],{u'superbiiz': 764.99},2560 x 1440,60Hz,5 ms,,27,,,,178° H x 178° V,Yes,27.0,5.0,764.99,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,2.45581494818
16:10,,370.0,Yes,,1000:1,,,,1,,,1,1,Yes,Monitor,No,/product/zYvRsY/doublesight-monitor-ds309w,DoubleSight,,,"DoubleSight DS-309W 30.0"" 2560x1600 Monitor",DS-309W,"[767.98, 778.7, 778.99, 778.7, 971.99, 1009.99]","{u'directron': 767.98, u'jet': 778.7, u'bestbuy': 971.99, u'superbiiz': 1009.99, u'amazon': 778.7, u'newegg': 778.99}",2560 x 1600,,7 ms,,30,,,1,178° H x 178° V,Yes,30.0,7.0,847.725,0.0,"(16.0, 10.0)",404.494382022,"[25.4399491202, 15.8999682001]",25.4399491202,15.8999682001,2.09576458333
16:9,,250.0,No,,"DC 20,000,000:1 (1,000:1)",,,1,,,,,,Yes,Monitor,Yes,/product/fjFPxr/viewsonic-monitor-vp2365led,ViewSonic,,,"ViewSonic VP2365-LED 23.0"" 1920x1080 Monitor",VP2365-LED,"[199.99, 199.99, 209.99, 209.99, 239.99]","{u'newegg': 199.99, u'jet': 239.99, u'bestbuy': 199.99, u'pcmall': 209.99, u'bhphotovideo': 209.99}",1920 x 1080,,6 ms,,23,,,1,178° H x 178° V,Yes,23.0,6.0,211.99,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.937836457677
16:9,,250.0,Yes,,"5,000,000:1",,,1,,,16700000,2,1,Yes,Monitor,Yes,/product/9RTrxr/hp-monitor-k7c00a4aba,HP,,Z24nf,"HP Z24nf 23.8"" 1920x1080 60Hz Monitor",K7C00A4#ABA,"[399.0, 399.0, 407.99, 428.21]","{u'amazon': 399.0, u'pcmall': 407.99, u'neweggmkt': 428.21, u'bhphotovideo': 399.0}",1920 x 1080,60Hz,8 ms,,23.8,,,,178° H x 178° V,Yes,23.8,8.0,408.55,60.0,"(16.0, 9.0)",242.039643917,"[20.7434977836, 11.6682175033]",20.7434977836,11.6682175033,1.68794662473
16:9,,200.0,No,,"5,000,000:1",,,1,,,,,1,Yes,Monitor,Yes,/product/nwxfrH/lg-monitor-27ec33vb,LG,,,"LG 27EC33V-B 27.0"" 1920x1080 60Hz Monitor",27EC33V-B,[299.99],{u'superbiiz': 299.99},1920 x 1080,60Hz,5 ms,,27,,,1,178° H x 178° V,Yes,27.0,5.0,299.99,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.96304517223
16:9,,300.0,Yes,,ACM 100M:1 (1000:1),,,1,,,16700000,,1,Yes,Monitor,No,/product/HBNp99/acer-monitor-umvt2aa001,Acer,,T232HLbmidz,"Acer T232HLbmidz 23.0"" 1920x1080 60Hz Monitor",UM.VT2AA.001,[396.9],{u'amazon': 396.9},1920 x 1080,60Hz,5 ms,,23,,,1,178° H x 178° V,Yes,23.0,5.0,396.9,60.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,1.75587192817
16:9,,270.0,Yes,,"DC 10,000,000:1",,,1,,,,,,No,Monitor,Yes,/product/TnxfrH/viewsonic-monitor-va2406mled,ViewSonic,,,"ViewSonic VA2406m-LED 24.0"" 1920x1080 Monitor",VA2406m-LED,[],{},1920 x 1080,,5 ms,,24,,,1,170° H x 160° V,Yes,24.0,5.0,0.0,0.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,0.0
16:9,,200.0,No,,DCR Mega Infinity (600:1),,,,,,16700000,,,No,Monitor,Yes,/product/zKCwrH/samsung-monitor-s22d300ny,Samsung,,,"Samsung S22D300NY 21.5"" 1920x1080 60Hz Monitor",S22D300NY,"[134.99, 149.99]","{u'amazon': 149.99, u'superbiiz': 134.99}",1920 x 1080,60Hz,5 ms,,21.5,,,1,90° H x 65° V,Yes,21.5,5.0,142.49,60.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.72139790277
16:9,,250.0,No,,DCR Mega Infinity (3000:1),Yes,Yes,,,,16700000,,1,No,Monitor,Yes,/product/kjH48d/samsung-c22f390-220-60hz-monitor-c22f390,Samsung,,,"Samsung C22F390 22.0"" 1920x1080 60Hz Monitor",C22F390,"[129.99, 159.99]","{u'jet': 159.99, u'bhphotovideo': 129.99}",1920 x 1080,60Hz,4 ms,,22,Yes,,1,178° H x 178° V,Yes,22.0,4.0,144.99,60.0,"(16.0, 9.0)",206.81305638,"[19.1746618167, 10.7857472719]",19.1746618167,10.7857472719,0.701067923554
16:9,,300.0,No,,,,,1,,,,1,1,Yes,Monitor,Yes,/product/Tcqbt6/eizo-monitor-cx271bk,Eizo,,,"Eizo CX271-BK 27.0"" 2560x1440 60Hz Monitor",CX271-BK,[],{},2560 x 1440,60Hz,6 ms,,27,,,1,178° H x 178° V,Yes,27.0,6.0,0.0,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.0
16:9,,300.0,No,,"DCR Mega Infinity, 1000:1 (Typ.)",,,1,,,16700000,,,No,Monitor,Yes,/product/YcTrxr/samsung-monitor-s24e200bl,Samsung,,,"Samsung S24E200BL 23.6"" 1920x1080 60Hz Monitor",S24E200BL,"[140.98, 149.26, 177.99, 182.0, 159.99]","{u'amazon': 149.26, u'newegg': 177.99, u'pcmall': 159.99, u'jet': 140.98, u'bhphotovideo': 182.0}",1920 x 1080,60Hz,5 ms,,23.6,,,1,170° H x 160° V,Yes,23.6,5.0,162.044,60.0,"(16.0, 9.0)",237.98884273,"[20.5691826761, 11.5701652553]",20.5691826761,11.5701652553,0.68088906245
5:4,1,300.0,Yes,,500:1,,,,,,16200000,,,No,Monitor,No,/product/GDW9TW/viewera-monitor-v172bnb,ViewEra,,,"ViewEra V172BN-B 17.0"" 1280x1024 Monitor",V172BN-B,"[229.99, 228.44, 260.96]","{u'amazon': 228.44, u'newegg': 229.99, u'jet': 260.96}",1280 x 1024,,8 ms,,17,,,1,140° H x 130° V,No,17.0,8.0,239.796666667,0.0,"(5.0, 4.0)",140.975609756,"[13.2747697605, 10.6198158084]",13.2747697605,10.6198158084,1.70097981546
16:10,,250.0,No,,ASCR 50000000:1,,,,,,16700000,,,No,Monitor,Yes,/product/y7Lypg/asus-monitor-vs198dp,Asus,,,"Asus VS198D-P 19.0"" 1440x900 Monitor",VS198D-P,[99.99],{u'superbiiz': 99.99},1440 x 900,,5 ms,,19,,,1,170° H x 160° V,Yes,19.0,5.0,99.99,0.0,"(16.0, 10.0)",162.247191011,"[16.1119677761, 10.0699798601]",16.1119677761,10.0699798601,0.616281855956
16:10,,250.0,Yes,,"DC 10,000,000:1",,,1,,,,,,No,Monitor,Yes,/product/K2PfrH/viewsonic-monitor-va2232wmled,ViewSonic,,,"ViewSonic VA2232WM-LED 22.0"" 1680x1050 Monitor",VA2232WM-LED,"[158.98, 159.99, 163.99, 169.99, 159.99, 159.99, 178.99]","{u'directron': 158.98, u'jet': 169.99, u'superbiiz': 178.99, u'bhphotovideo': 159.99, u'amazon': 159.99, u'newegg': 163.99, u'pcmall': 159.99}",1680 x 1050,,5 ms,,22,,,1,170° H x 160° V,Yes,22.0,5.0,164.56,0.0,"(16.0, 10.0)",217.528089888,"[18.6559626881, 11.6599766801]",18.6559626881,11.6599766801,0.7565
16:10,,350.0,Yes,,"1,000:1",,,1,,,1070000000,1,1,Yes,Monitor,Yes,/product/W6hj4D/eizo-monitor-cx241bkcn,Eizo,,,"Eizo CX241-BK-CN 24.1"" 1920x1200 60Hz Monitor",CX241-BK-CN,[],{},1920 x 1200,60Hz,8 ms,,24.1,,,1,178° H x 178° V,Yes,24.1,8.0,0.0,60.0,"(16.0, 10.0)",261.038202247,"[20.4367591265, 12.7729744541]",20.4367591265,12.7729744541,0.0
16:9,,300.0,No,,1000:1,,,2,,,,1,,Yes,Monitor,Yes,/product/fX4gXL/samsung-monitor-s27a850t,Samsung,,,"Samsung S27A850T 27.0"" 2560x1440 Monitor",S27A850T,[679.99],{u'superbiiz': 679.99},2560 x 1440,,5 ms,,27,,,1,178° H x 178° V,Yes,27.0,5.0,679.99,0.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,2.18294305365
16:9,,250.0,Yes,,"20,000,000:1",,,1,,,16700000,1,,No,Monitor,Yes,/product/bj8Zxr/philips-monitor-241b4lpycb,Philips,,,"Philips 241B4LPYCB 24.0"" 1920x1080 60Hz Monitor",241B4LPYCB,"[174.99, 186.99, 186.99]","{u'newegg': 186.99, u'pcmall': 174.99, u'jet': 186.99}",1920 x 1080,60Hz,5 ms,,24,,,1,170° H x 160° V,Yes,24.0,5.0,182.99,60.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,0.743485122492
16:10,,250.0,No,,,,,1,,,,,,No,Monitor,Yes,/product/scbkcf/acer-monitor-umev5aaa01,Acer,,,"Acer UM.EV5AA.A01 22.0"" 1680x1050 60Hz Monitor",UM.EV5AA.A01,[142.83],{u'amazon': 142.83},1680 x 1050,60Hz,5 ms,,22,,,1,170° H x 160° V,Yes,22.0,5.0,142.83,60.0,"(16.0, 10.0)",217.528089888,"[18.6559626881, 11.6599766801]",18.6559626881,11.6599766801,0.656604855372
16:9,,250.0,Yes,,"1,000:1",,,,,,,1,1,No,Monitor,Yes,/product/9XyxFT/ctl-monitor-mtip2380s,CTL,,IP2380S,"CTL IP2380S 24.0"" 1920x1080 60Hz Monitor",MTIP2380S,"[172.49, 180.34, 185.99]","{u'amazon': 172.49, u'newegg': 185.99, u'jet': 180.34}",1920 x 1080,60Hz,6 ms,,24,,,1,,Yes,24.0,6.0,179.606666667,60.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,0.729738699203
16:9,,350.0,Yes,,,,,,,,,2,,Yes,Monitor,Yes,/product/HFTrxr/dell-monitor-up2715k,Dell,1,,"Dell UP2715K 27.0"" 5120x2880 60Hz Monitor",UP2715K,"[1799.0, 2109.99]","{u'pcmall': 2109.99, u'bhphotovideo': 1799.0}",5120 x 2880,60Hz,8 ms,,27,,,,178° H x 178° V,Yes,27.0,8.0,1954.495,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,6.27443239407
5:4,,0.0,Yes,,1000:1,,,,,,16700000,,,No,Monitor,Yes,/product/CbW9TW/philips-monitor-19b4lcb5,Philips,,,"Philips 19B4LCB5 19.0"" 1280x1024 60Hz Monitor",19B4LCB5,"[166.1, 167.11]","{u'neweggmkt': 166.1, u'jet': 167.11}",1280 x 1024,60Hz,5 ms,,19,,,1,,No,19.0,5.0,166.605,60.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,0.946094875346
16:9,,250.0,Yes,,"5,000,000:1",,,,,,,1,1,Yes,Monitor,Yes,/product/qyKhP6/hp-monitor-m2j79a4aba,HP,,Z23N,"HP Z23N 23.0"" 1920x1080 60Hz Monitor",M2J79A4#ABA,"[229.99, 339.99]","{u'amazon': 229.99, u'newegg': 339.99}",1920 x 1080,60Hz,7 ms,,23,,,1,178° H x 178° V,Yes,23.0,7.0,284.99,60.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,1.26078594308
4:3,,400.0,No,,"DC 1,000,000:1 (700:1)",,,,,,,,,No,Monitor,Yes,/product/7TK7YJ/hp-monitor-ll543a8aba,HP,,L1506x,"HP L1506x 15.0"" 1024x768 75Hz Monitor",LL543A8#ABA,[],{},1024 x 768,75Hz,8 ms,,15,,,1,160° H x 140° V,No,15.0,8.0,0.0,75.0,"(4.0, 3.0)",108.0,"[12.0, 9.0]",12.0,9.0,0.0
16:9,,200.0,No,,"ACM 100,000,000:1 (600:1)",,,1,,,16700000,,,No,Monitor,Yes,/product/9hfp99/acer-monitor-umdg6aab01,Acer,,G206HLBbd,"Acer G206HLBbd 20.0"" 1600x900 60Hz Monitor",UM.DG6AA.B01,[119.99],{u'amazon': 119.99},1600 x 900,60Hz,5 ms,,20,,,1,,Yes,20.0,5.0,119.99,60.0,"(16.0, 9.0)",170.919881306,"[17.4315107425, 9.80522479265]",17.4315107425,9.80522479265,0.702024826389
16:9,,300.0,Yes,,10000:1,,,1,,,16700000,,1,No,Monitor,No,/product/fNbp99/lg-monitor-w2442pabf,LG,,,"LG W2442PA-BF 24.0"" 1920x1080 Monitor",W2442PA-BF,"[234.99, 439.99]","{u'ncixus': 234.99, u'neweggmkt': 439.99}",1920 x 1080,,5 ms,,24,,,1,170° H x 160° V,Yes,24.0,5.0,337.49,0.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,1.37121588059
16:9,,250.0,No,,"ASCR 50,000,000:1 (1000:1)",,,1,,,16700000,,,No,Monitor,Yes,/product/Cp8H99/asus-monitor-vs228nlp,Asus,,,"Asus VS228NL-P 21.5"" 1920x1080 60Hz Monitor",VS228NL-P,[],{},1920 x 1080,60Hz,5 ms,,21.5,,,1,170° H x 160° V,Yes,21.5,5.0,0.0,60.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
16:9,,400.0,No,1,1300:1,,,1,,,16700000,,1,Yes,Monitor,Yes,/product/t7tCmG/lg-monitor-32wl30msb,LG,,,"LG 32WL30MS-B 32.0"" 1920x1080 60Hz Monitor",32WL30MS-B,[],{},1920 x 1080,60Hz,25 ms,,32,,,1,178° H x 178° V,Yes,32.0,25.0,0.0,60.0,"(16.0, 9.0)",437.554896142,"[27.890417188, 15.6883596682]",27.890417188,15.6883596682,0.0
16:9,,250.0,Yes,,"100,000,000:1",,,1,,,16700000,,,No,Monitor,Yes,/product/xVnG3C/acer-monitor-umwb6aa002,Acer,,B226HQL,"Acer B226HQL  21.5"" 1920x1080 60Hz Monitor",UM.WB6AA.002,"[133.98, 139.99, 158.3, 165.99, 179.0]","{u'superbiiz': 165.99, u'amazon': 158.3, u'directron': 133.98, u'jet': 139.99, u'bhphotovideo': 179.0}",1920 x 1080,60Hz,5 ms,,21.5,,,1,178° H x 178° V,Yes,21.5,5.0,155.452,60.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.787021873685
16:9,,250.0,No,,"1,000:1",,,1,,,16700000,,,No,Monitor,Yes,/product/CdDzK8/dell-monitor-e2414hm,Dell,,,"Dell E2414HM 24.0"" 1920x1080 60Hz Monitor",E2414HM,"[179.95, 369.48]","{u'amazon': 179.95, u'neweggmkt': 369.48}",1920 x 1080,60Hz,5 ms,,24,,,1,170° H x 160° V,Yes,24.0,5.0,274.715,60.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,1.11616216966
4:3,,400.0,No,,750:1,,,1,,,,,,No,Monitor,No,/product/LqvRsY/nec-monitor-md213mc,NEC,,,"NEC MD213MC 21.3"" 2048x1536 Monitor",MD213MC,[],{},2048 x 1536,,12 ms,,21.3,,,,176° H x 176° V,No,21.3,12.0,0.0,0.0,"(4.0, 3.0)",217.7712,"[17.04, 12.78]",17.04,12.78,0.0
16:9,,350.0,Yes,,,,,1,,,,1,1,No,Monitor,Yes,/product/spbkcf/acer-monitor-umhg0ee001,Acer,,XG270HU,"Acer XG270HU 27.0"" 2560x1440 144Hz Monitor",UM.HG0EE.001<br/>(or) XG270HU,[499.99],{u'newegg': 499.99},2560 x 1440,144Hz,1 ms,,27,Yes,,,170° H x 160° V,Yes,27.0,1.0,499.99,144.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,1.60509668877
16:9,,250.0,Yes,,1000:1,,,,,,16700000,,,No,Monitor,Yes,/product/Z8DwrH/lenovo-monitor-3028lb2,Lenovo,,,"Lenovo 3028LB2 23.0"" 1920x1080 Monitor",3028LB2,[395.98],{u'directron': 395.98},1920 x 1080,,7 ms,,23,,,1,,Yes,23.0,7.0,395.98,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,1.75180187986
16:9,,250.0,Yes,,"DFC 5,000,000:1 (1000:1)",,,,,,16700000,,2,Yes,Monitor,Yes,/product/cC648d/lg-monitor-27mp77hm,LG,,,"LG 27MP77HM 27.0"" 1920x1080 60Hz Monitor",27MP77HM,[],{},1920 x 1080,60Hz,5 ms,,27,,,1,178° H x 178° V,Yes,27.0,5.0,0.0,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.0
16:9,,350.0,No,,3000:1,,,1,,,,,2,No,Monitor,Yes,/product/3f6BD3/samsung-monitor-le32c,Samsung,,,"Samsung LE32C 32.0"" 1366x768 60Hz Monitor",LE32C,[],{},1366 x 768,60Hz,8 ms,,32,,,1,178° H x 178° V,Yes,32.0,8.0,0.0,60.0,"(16.0, 9.0)",437.554896142,"[27.890417188, 15.6883596682]",27.890417188,15.6883596682,0.0
16:10,,250.0,No,,1000:1,,,1,,,16700000,,,No,Monitor,Yes,/product/pP4gXL/samsung-monitor-s19a450bw1,Samsung,,,"Samsung S19A450BW-1 19.0"" 1440x900 60Hz Monitor",S19A450BW-1,[163.99],{u'superbiiz': 163.99},1440 x 900,60Hz,5 ms,,19,,,1,170° H x 160° V,Yes,19.0,5.0,163.99,60.0,"(16.0, 10.0)",162.247191011,"[16.1119677761, 10.0699798601]",16.1119677761,10.0699798601,1.01074168975
16:9,,250.0,Yes,1,1000:1,,,,,,,,2,No,Monitor,Yes,/product/dRdqqs/samsung-monitor-t24b350nd,Samsung,,,"Samsung T24B350ND 24.0"" 1920x1080 Monitor",T24B350ND,[329.97],{u'amazon': 329.97},1920 x 1080,,5 ms,1,24,,,1,170° H x 160° V,Yes,24.0,5.0,329.97,0.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,1.34066225405
16:9,,250.0,No,,"1,000:1",,,1,,,16700000,1,,Yes,Monitor,Yes,/product/3W4NnQ/nec-monitor-e203wibk,NEC,,,"NEC E203Wi-BK 20.0"" 1600x900 60Hz Monitor",E203Wi-BK,"[174.99, 177.47, 176.0, 177.47]","{u'amazon': 177.47, u'newegg': 176.0, u'superbiiz': 174.99, u'bhphotovideo': 177.47}",1600 x 900,60Hz,14 ms,,20,,,1,178° H x 178° V,Yes,20.0,14.0,176.4825,60.0,"(16.0, 9.0)",170.919881306,"[17.4315107425, 9.80522479265]",17.4315107425,9.80522479265,1.03254518229
5:4,,250.0,No,,1000:1,,,,,,16700000,,,No,Monitor,Yes,/product/WhCwrH/hp-monitor-d2w67a8aba,HP,,,"HP D2W67A8#ABA 19.0"" 1280x1024 60Hz Monitor",D2W67A8#ABA,"[117.99, 128.99, 129.99, 128.99, 140.98]","{u'directron': 140.98, u'amazon': 117.99, u'newegg': 129.99, u'pcmall': 128.99, u'bhphotovideo': 128.99}",1280 x 1024,60Hz,5 ms,,19,,,1,,No,19.0,5.0,129.388,60.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,0.734751800554
16:9,,300.0,Yes,,1000:1 Native,,,1,,,1070000000,1,1,No,Monitor,Yes,/product/KxyFf7/acer-monitor-t272hulbmidpcz,Acer,,UM.HT2AA.002,"Acer UM.HT2AA.002 27.0"" 2560x1440 60Hz Monitor",T272HUL bmidpcz,"[664.75, 830.0, 899.0, 916.98]","{u'amazon': 664.75, u'newegg': 830.0, u'directron': 916.98, u'bhphotovideo': 899.0}",2560 x 1440,60Hz,5 ms,,27,,,,178° H x 178° V,Yes,27.0,5.0,827.6825,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,2.65707402168
16:9,,250.0,Yes,,"ASCR 80,000,000:1",,,1,,,16700000,,2,Yes,Monitor,Yes,/product/Zxw323/asus-monitor-vg23ah,Asus,,,"Asus VG23AH 23.0"" 1920x1080 Monitor",VG23AH,[209.99],{u'superbiiz': 209.99},1920 x 1080,,5 ms,,23,,,1,178° H x 178° V,Yes,23.0,5.0,209.99,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.92898852657
16:10,,350.0,No,,1000:1,,,1,,,,1,1,Yes,Monitor,Yes,/product/Ysw323/nec-monitor-p242wbk,NEC,,,"NEC P242W-BK 24.0"" 1920x1200 60Hz Monitor",P242W-BK,"[698.99, 699.0, 693.99, 699.0]","{u'newegg': 693.99, u'pcmall': 699.0, u'superbiiz': 698.99, u'bhphotovideo': 699.0}",1920 x 1200,60Hz,8 ms,,24,,,1,178° H x 178° V,Yes,24.0,8.0,697.745,60.0,"(16.0, 10.0)",258.876404494,"[20.3519592961, 12.7199745601]",20.3519592961,12.7199745601,2.69528233507
